filepath,dataset,speaker,emotion,label
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_02\03-01-04-01-01-02-02.wav,RAVDESS,02,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_02\03-01-04-01-02-01-02.wav,RAVDESS,02,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_02\03-01-04-01-02-02-02.wav,RAVDESS,02,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_02\03-01-04-02-01-01-02.wav,RAVDESS,02,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_02\03-01-04-02-01-02-02.wav,RAVDESS,02,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_02\03-01-04-02-02-01-02.wav,RAVDESS,02,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_02\03-01-04-02-02-02-02.wav,RAVDESS,02,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_02\03-01-05-01-01-01-02.wav,RAVDESS,02,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_02\03-01-05-01-01-02-02.wav,RAVDESS,02,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_02\03-01-05-01-02-01-02.wav,RAVDESS,02,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_02\03-01-05-01-02-02-02.wav,RAVDESS,02,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_02\03-01-05-02-01-01-02.wav,RAVDESS,02,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_02\03-01-05-02-01-02-02.wav,RAVDESS,02,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_02\03-01-05-02-02-01-02.wav,RAVDESS,02,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_02\03-01-05-02-02-02-02.wav,RAVDESS,02,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_02\03-01-06-01-01-01-02.wav,RAVDESS,02,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_02\03-01-06-01-01-02-02.wav,RAVDESS,02,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_02\03-01-06-01-02-01-02.wav,RAVDESS,02,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_02\03-01-06-01-02-02-02.wav,RAVDESS,02,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_02\03-01-06-02-01-01-02.wav,RAVDESS,02,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_02\03-01-06-02-01-02-02.wav,RAVDESS,02,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_02\03-01-06-02-02-01-02.wav,RAVDESS,02,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_02\03-01-06-02-02-02-02.wav,RAVDESS,02,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_03\03-01-02-01-01-01-03.wav,RAVDESS,03,calm,0
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_03\03-01-02-01-01-02-03.wav,RAVDESS,03,calm,0
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_03\03-01-02-01-02-01-03.wav,RAVDESS,03,calm,0
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_03\03-01-02-01-02-02-03.wav,RAVDESS,03,calm,0
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_03\03-01-02-02-01-01-03.wav,RAVDESS,03,calm,0
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_03\03-01-02-02-01-02-03.wav,RAVDESS,03,calm,0
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_03\03-01-02-02-02-01-03.wav,RAVDESS,03,calm,0
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_03\03-01-02-02-02-02-03.wav,RAVDESS,03,calm,0
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_03\03-01-03-01-01-01-03.wav,RAVDESS,03,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_03\03-01-03-01-01-02-03.wav,RAVDESS,03,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_03\03-01-03-01-02-01-03.wav,RAVDESS,03,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_03\03-01-03-01-02-02-03.wav,RAVDESS,03,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_03\03-01-03-02-01-01-03.wav,RAVDESS,03,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_03\03-01-03-02-01-02-03.wav,RAVDESS,03,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_03\03-01-03-02-02-01-03.wav,RAVDESS,03,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_03\03-01-03-02-02-02-03.wav,RAVDESS,03,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_03\03-01-04-01-01-01-03.wav,RAVDESS,03,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_03\03-01-04-01-01-02-03.wav,RAVDESS,03,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_03\03-01-04-01-02-01-03.wav,RAVDESS,03,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_03\03-01-04-01-02-02-03.wav,RAVDESS,03,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_03\03-01-04-02-01-01-03.wav,RAVDESS,03,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_03\03-01-04-02-01-02-03.wav,RAVDESS,03,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_03\03-01-04-02-02-01-03.wav,RAVDESS,03,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_03\03-01-04-02-02-02-03.wav,RAVDESS,03,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_03\03-01-05-01-01-01-03.wav,RAVDESS,03,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_03\03-01-05-01-01-02-03.wav,RAVDESS,03,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_03\03-01-05-01-02-01-03.wav,RAVDESS,03,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_03\03-01-05-01-02-02-03.wav,RAVDESS,03,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_03\03-01-05-02-01-01-03.wav,RAVDESS,03,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_03\03-01-05-02-01-02-03.wav,RAVDESS,03,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_03\03-01-05-02-02-01-03.wav,RAVDESS,03,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_03\03-01-05-02-02-02-03.wav,RAVDESS,03,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_03\03-01-06-01-01-01-03.wav,RAVDESS,03,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_03\03-01-06-01-01-02-03.wav,RAVDESS,03,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_03\03-01-06-01-02-01-03.wav,RAVDESS,03,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_03\03-01-06-01-02-02-03.wav,RAVDESS,03,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_03\03-01-06-02-01-01-03.wav,RAVDESS,03,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_03\03-01-06-02-01-02-03.wav,RAVDESS,03,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_03\03-01-06-02-02-01-03.wav,RAVDESS,03,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_03\03-01-06-02-02-02-03.wav,RAVDESS,03,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_04\03-01-02-01-01-01-04.wav,RAVDESS,04,calm,0
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_04\03-01-02-01-01-02-04.wav,RAVDESS,04,calm,0
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_04\03-01-02-01-02-01-04.wav,RAVDESS,04,calm,0
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_04\03-01-02-01-02-02-04.wav,RAVDESS,04,calm,0
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_04\03-01-02-02-01-01-04.wav,RAVDESS,04,calm,0
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_04\03-01-02-02-01-02-04.wav,RAVDESS,04,calm,0
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_04\03-01-02-02-02-01-04.wav,RAVDESS,04,calm,0
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_04\03-01-02-02-02-02-04.wav,RAVDESS,04,calm,0
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_04\03-01-03-01-01-01-04.wav,RAVDESS,04,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_04\03-01-03-01-01-02-04.wav,RAVDESS,04,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_04\03-01-03-01-02-01-04.wav,RAVDESS,04,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_04\03-01-03-01-02-02-04.wav,RAVDESS,04,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_04\03-01-03-02-01-01-04.wav,RAVDESS,04,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_04\03-01-03-02-01-02-04.wav,RAVDESS,04,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_04\03-01-03-02-02-01-04.wav,RAVDESS,04,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_04\03-01-03-02-02-02-04.wav,RAVDESS,04,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_04\03-01-04-01-01-01-04.wav,RAVDESS,04,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_04\03-01-04-01-01-02-04.wav,RAVDESS,04,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_04\03-01-04-01-02-01-04.wav,RAVDESS,04,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_04\03-01-04-01-02-02-04.wav,RAVDESS,04,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_04\03-01-04-02-01-01-04.wav,RAVDESS,04,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_04\03-01-04-02-01-02-04.wav,RAVDESS,04,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_04\03-01-04-02-02-01-04.wav,RAVDESS,04,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_04\03-01-04-02-02-02-04.wav,RAVDESS,04,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_04\03-01-05-01-01-01-04.wav,RAVDESS,04,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_04\03-01-05-01-01-02-04.wav,RAVDESS,04,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_04\03-01-05-01-02-01-04.wav,RAVDESS,04,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_04\03-01-05-01-02-02-04.wav,RAVDESS,04,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_04\03-01-05-02-01-01-04.wav,RAVDESS,04,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_04\03-01-05-02-01-02-04.wav,RAVDESS,04,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_04\03-01-05-02-02-01-04.wav,RAVDESS,04,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_04\03-01-05-02-02-02-04.wav,RAVDESS,04,anger,3
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_04\03-01-06-01-01-01-04.wav,RAVDESS,04,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_04\03-01-06-01-01-02-04.wav,RAVDESS,04,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_04\03-01-06-01-02-01-04.wav,RAVDESS,04,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_04\03-01-06-01-02-02-04.wav,RAVDESS,04,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_04\03-01-06-02-01-01-04.wav,RAVDESS,04,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_04\03-01-06-02-01-02-04.wav,RAVDESS,04,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_04\03-01-06-02-02-01-04.wav,RAVDESS,04,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_04\03-01-06-02-02-02-04.wav,RAVDESS,04,fear,4
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_05\03-01-02-01-01-01-05.wav,RAVDESS,05,calm,0
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_05\03-01-02-01-01-02-05.wav,RAVDESS,05,calm,0
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_05\03-01-02-01-02-01-05.wav,RAVDESS,05,calm,0
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_05\03-01-02-01-02-02-05.wav,RAVDESS,05,calm,0
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_05\03-01-02-02-01-01-05.wav,RAVDESS,05,calm,0
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_05\03-01-02-02-01-02-05.wav,RAVDESS,05,calm,0
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_05\03-01-02-02-02-01-05.wav,RAVDESS,05,calm,0
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_05\03-01-02-02-02-02-05.wav,RAVDESS,05,calm,0
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_05\03-01-03-01-01-01-05.wav,RAVDESS,05,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_05\03-01-03-01-01-02-05.wav,RAVDESS,05,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_05\03-01-03-01-02-01-05.wav,RAVDESS,05,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_05\03-01-03-01-02-02-05.wav,RAVDESS,05,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_05\03-01-03-02-01-01-05.wav,RAVDESS,05,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_05\03-01-03-02-01-02-05.wav,RAVDESS,05,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_05\03-01-03-02-02-01-05.wav,RAVDESS,05,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_05\03-01-03-02-02-02-05.wav,RAVDESS,05,joy,1
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_05\03-01-04-01-01-01-05.wav,RAVDESS,05,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_05\03-01-04-01-01-02-05.wav,RAVDESS,05,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_05\03-01-04-01-02-01-05.wav,RAVDESS,05,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_05\03-01-04-01-02-02-05.wav,RAVDESS,05,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_05\03-01-04-02-01-01-05.wav,RAVDESS,05,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_05\03-01-04-02-01-02-05.wav,RAVDESS,05,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_05\03-01-04-02-02-01-05.wav,RAVDESS,05,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_05\03-01-04-02-02-02-05.wav,RAVDESS,05,sadness,2
C:\UserData\Kaustav\python projects\GitaVani\dataset\raw\ravdess\archive\Actor_05\03-01-05-01-01-01-05.wav,RAVDESS,05,anger,3
